lon,lat
202.1267259,-21.94020914
202.1265111,-21.95020595
202.1200084,-21.95739778
202.1101835,-21.95726607
202.100338,-21.95577244
202.0903711,-21.95646499
202.0804414,-21.95763829
202.0705461,-21.95908039
202.0610511,-21.95814448
202.0528736,-21.95243163
202.0441107,-21.94761384
202.0382674,-21.93990662
200.1698948,-21.24340115
200.1690955,-21.23345693
200.1670394,-21.22382074
200.1690803,-21.21435006
200.1748215,-21.2061723
200.1825636,-21.20002389
200.191506,-21.19598609
200.201397,-21.19651362
200.2106317,-21.20015691
200.2200808,-21.2032219
200.2299155,-21.2033167
200.2396576,-21.20158628
200.2491947,-21.20383834
200.2572338,-21.20977254
200.2656932,-21.21505667
200.2692834,-21.2240775
200.2719796,-21.23365754
200.2759402,-21.24269767
200.2783188,-21.25219745
200.276938,-21.26210158
200.2701378,-21.26919298
200.2620949,-21.27505435
200.25269,-21.27773889
200.2427171,-21.27826302
200.2338505,-21.27404818
200.2240447,-21.27233113
200.2141223,-21.27133778
200.2047493,-21.26785261
200.1954721,-21.26412001
200.1857762,-21.26204887
200.1784948,-21.25711296
200.1726788,-21.24914253
194.1174929,-10.89250277
194.1260897,-10.88789983
194.1329669,-10.88088997
194.1408128,-10.87475738
194.145581,-10.86604996
194.1461044,-10.85628654
194.1457442,-10.84673314
194.1552619,-10.84464635
194.1651876,-10.84423905
194.166523,-10.85245229
194.1607488,-10.86031902
194.1594601,-10.86998677
194.1569622,-10.87941015
194.1585705,-10.88916164
194.1609439,-10.89878693
194.1666638,-10.90686254
194.1700134,-10.91501934
194.1605825,-10.91801123
194.151073,-10.91749837
194.1431269,-10.91142882
194.1353795,-10.90510741
194.1274675,-10.89914648
194.1185135,-10.89475719
194.5763614,-11.55819875
194.5838464,-11.55294991
194.591567,-11.55882551
194.5904152,-11.56733755
194.5823522,-11.56522882
196.7973046,-13.27445821
196.8018627,-13.26568375
196.808415,-13.25819267
196.8132927,-13.249524
196.8149536,-13.23989514
196.8237386,-13.23562588
196.8333924,-13.23305497
196.8422147,-13.22858016
196.8493843,-13.2217733
196.8570888,-13.21570387
196.8648508,-13.20944956
196.872861,-13.20407267
196.8745209,-13.2130488
196.8735114,-13.22229973
196.8766352,-13.23174114
196.8824323,-13.2396655
196.8918765,-13.24253588
196.8996027,-13.24661833
196.9084922,-13.24275933
196.9178527,-13.24459653
196.9266255,-13.24919931
196.9346372,-13.25517948
196.9420019,-13.26191771
196.9488178,-13.2692341
196.9551829,-13.27693326
196.9594731,-13.28575084
196.9554046,-13.29427095
196.9461104,-13.29358137
196.9362846,-13.29323456
196.9269272,-13.29670801
196.9184357,-13.30197533
196.9110027,-13.30857611
196.9042631,-13.31596374
196.8975779,-13.32340048
196.8910699,-13.33098853
196.8846305,-13.33857376
196.8749257,-13.34051658
196.8649605,-13.34133408
196.8554727,-13.33820671
196.8460406,-13.33488898
196.8367688,-13.33114284
196.8276832,-13.32697395
196.8200559,-13.32096485
196.820254,-13.31178207
196.8208554,-13.30193891
196.816685,-13.29321067
196.8087138,-13.28727005
196.8010021,-13.28154578
