lon,lat
184.8536440173,-21.1043037207
184.8549923265,-21.0998239721
184.8546510892,-21.0954007822
184.8497271714,-21.0945318555
184.8448180254,-21.0936173505
184.8403204846,-21.0914328307
184.8358229438,-21.0892483109
184.8366737741,-21.0861642943
184.840209308,-21.0826287604
184.8435719543,-21.0789296772
184.8469059286,-21.0752034706
184.8502399029,-21.071477264
184.8539663078,-21.0681592844
184.8578211166,-21.0649748772
184.8627337074,-21.0643937441
184.8677171305,-21.0639869341
184.8727005536,-21.063580124
184.87739904,-21.0652150681
184.8820806859,-21.0669706853
184.8867623318,-21.0687263025
184.8914439777,-21.0704819197
184.8960449079,-21.0724125274
184.900419374,-21.0748341068
184.90479384,-21.0772556862
184.9091683061,-21.0796772656
184.9137639027,-21.0813813355
184.918742606,-21.0818423266
184.9237213094,-21.0823033176
184.9287011161,-21.0827215004
184.9336969564,-21.0825175885
184.9386927966,-21.0823136767
184.9436880685,-21.082099275
184.948676694,-21.0817622057
184.9536653195,-21.0814251364
184.958653945,-21.0810880671
184.9636425705,-21.0807509978
184.9677878063,-21.0785875267
184.9712794255,-21.075008617
184.9747710448,-21.0714297072
184.9781881248,-21.0677941512
184.980701227,-21.0634716153
184.9832143293,-21.0591490793
184.9856219922,-21.0547944826
184.985940493,-21.0498046372
184.9862589937,-21.0448147917
184.9865643105,-21.0398242014
184.9868099153,-21.0348302372
184.9870555201,-21.029836273
184.9873011249,-21.0248423088
184.98825667,-21.0199971117
184.9900366466,-21.015324673
184.9918166233,-21.0106522343
184.9923034922,-21.0057418307
184.9927108712,-21.0010841093
184.9976360235,-21.0002222077
185.0025611758,-20.999360306
185.0061249722,-21.0015956559
185.0088202406,-21.0058070129
185.0078405286,-21.0103577137
185.0059620031,-21.01499141
185.0040124526,-21.0195945829
185.0019434379,-21.0241464153
185.0004459236,-21.0287407103
185.0018195292,-21.0335483301
185.0031931349,-21.0383559498
185.0057236767,-21.0426585517
185.0083151852,-21.0469345409
185.009349898,-21.0516454648
185.009349898,-21.0566454648
185.009349898,-21.0616454648
185.0085134109,-21.0664479969
185.0062773429,-21.0709201329
185.0040412749,-21.0753922688
185.0018052069,-21.0798644048
184.9986609486,-21.0837474943
184.9954893655,-21.0876128611
184.9923177825,-21.091478228
184.9882568755,-21.094361443
184.984096624,-21.097134944
184.9797691683,-21.0996379029
184.9751523325,-21.1006856575
184.9702006238,-21.0999924183
184.9652489151,-21.099299179
184.9603014097,-21.0985774943
184.9553608273,-21.0978089592
184.950420245,-21.0970404242
184.9454462532,-21.0966127751
184.94045047,-21.096407469
184.9354546869,-21.0962021628
184.9304589037,-21.0959968566
184.9254678426,-21.0959156953
184.9205020895,-21.0964999015
184.9155363365,-21.0970841078
184.9105705835,-21.097668314
184.9056048305,-21.0982525202
184.9010103325,-21.1002191129
184.8964200208,-21.102201293
184.8923425429,-21.1043448886
184.8949700073,-21.1085988786
184.8975974717,-21.1128528686
184.9015751987,-21.1154012194
184.9063186152,-21.1169823582
184.9110620317,-21.118563497
184.9159066134,-21.1197972285
184.9207573259,-21.1210099066
184.9256080384,-21.1222225847
184.9303539125,-21.1237930391
184.9350919785,-21.1253901399
184.9398300444,-21.1269872408
184.9445681103,-21.1285843417
184.9493061763,-21.1301814426
184.9539002795,-21.1320592411
184.9579618982,-21.134975275
184.9620235168,-21.1378913089
184.9657353739,-21.1411519422
184.9685906964,-21.1452564682
184.969624355,-21.1498801099
184.9685211477,-21.1546513262
184.9662850797,-21.1591234622
184.9621006988,-21.1617574763
184.9577661672,-21.1642498319
184.9533637852,-21.1665617164
184.9484608818,-21.1675422971
184.9435579785,-21.1685228778
184.9386550751,-21.1695034585
184.933801569,-21.1706137746
184.9294880792,-21.1731423721
184.9252141066,-21.1757182504
184.9219601497,-21.1795145334
184.9187061929,-21.1833108164
184.9164045092,-21.1877117689
184.9138378349,-21.1919515317
184.9106592986,-21.1958111829
184.9074807624,-21.1996708341
184.9046703757,-21.2037989824
184.9019665878,-21.2080048748
184.8992627998,-21.2122107672
184.8989267879,-21.2169813785
184.8994412836,-21.2219548375
184.9007929176,-21.2267655963
184.9021787209,-21.2315697143
184.9035645241,-21.2363738322
184.9041463043,-21.2413062749
184.9043247619,-21.2463030892
184.9021847548,-21.2507960992
184.8999486869,-21.2552682352
184.8973888845,-21.2595588097
184.8947388898,-21.2637988012
184.891441539,-21.267447067
184.8874560783,-21.2704663555
184.8834706175,-21.2734856439
184.8788383633,-21.2753504086
184.8740246711,-21.2762691406
184.869026599,-21.2761303052
184.8641012451,-21.2755916599
184.8593743802,-21.2739617065
184.8547197517,-21.2721512211
184.8501732122,-21.2700706013
184.8456266727,-21.2679899816
184.8410801332,-21.2659093618
184.8365885215,-21.2637169876
184.8321639304,-21.2613882554
184.8277393393,-21.2590595233
184.8241462914,-21.255636131
184.820716227,-21.251998184
184.8172861627,-21.248360237
184.8148112692,-21.2440320253
184.812433684,-21.2396334927
184.8100257475,-21.2352517606
184.8075606846,-21.2309016497
184.804903089,-21.2266862637
184.8016607567,-21.2228800475
184.7983097178,-21.2192126222
184.7938375819,-21.2169765542
184.7893654459,-21.2147404862
184.7847168044,-21.2129663966
184.7798929853,-21.2116508096
184.7751630015,-21.2100651994
184.7705628816,-21.208105889
184.7659627617,-21.2061465787
184.7613626418,-21.2041872684
184.7564698334,-21.2032658441
184.7515238161,-21.2025331008
184.7465777988,-21.2018003575
184.7416043381,-21.2013869364
184.7366058246,-21.2012650214
184.7316155326,-21.2011007185
184.7269338867,-21.1993451013
184.7222522408,-21.1975894841
184.7179773806,-21.1950056285
184.7137260549,-21.1923738555
184.7094747292,-21.1897420824
184.7053634883,-21.1868971917
184.7012614974,-21.1840382283
184.6972094003,-21.1811102702
184.6932094003,-21.1781102702
184.6892633971,-21.1750562734
184.6862633971,-21.1710562734
184.6824106555,-21.1681454032
184.6778077466,-21.166192654
184.6733012595,-21.1640467543
184.6689741281,-21.161541573
184.6646469967,-21.1590363916
184.6610816962,-21.155627516
184.6578807742,-21.1517864096
184.6558258449,-21.1472844388
184.6541045716,-21.1425900572
184.6523647282,-21.1379025351
184.6506210597,-21.1332164258
184.6489401737,-21.1285190146
184.6489401737,-21.1235190146
184.6489401737,-21.1185190146
184.6483780841,-21.11357207
184.6474425235,-21.1086603772
184.646506963,-21.1037486843
184.6455714024,-21.0988369915
184.6446358419,-21.0939252987
185.0161089179,-21.1111907937
185.0210464121,-21.1107638514
185.0255245672,-21.1122088183
185.0262604061,-21.1168275771
185.0246131738,-21.1215244589
185.0222220371,-21.1258864105
185.0179231162,-21.1256907688
185.0151318712,-21.1218948032
185.0136852991,-21.1171113122
185.0451575481,-21.4666277947
185.0494429715,-21.4684380183
185.0495869199,-21.4728938182
185.0453680749,-21.4745562142
185.0421369653,-21.4709937983
185.0472687028,-21.4243428762
185.0444645113,-21.4202190118
185.0414849057,-21.4162130163
185.0384708239,-21.4122991168
185.0343294069,-21.40949757
185.0305744219,-21.4061996893
185.02812591,-21.402172829
185.0267840608,-21.3974017419
185.024783214,-21.3928198134
185.0235274036,-21.388063441
185.0235548285,-21.3830679585
185.0242523918,-21.378166756
185.0253188464,-21.3733184175
185.0260287232,-21.3683882886
185.0281689516,-21.3638731144
185.0300726845,-21.359250474
185.0321033768,-21.3546814162
185.0342700735,-21.350188371
185.0370977152,-21.3460647268
185.0399467455,-21.3419558421
185.0430632985,-21.3380581491
185.0465181698,-21.334450419
185.0501821372,-21.3310481635
185.0535616047,-21.3273762735
185.0558979792,-21.3230145461
185.0581923922,-21.3186100711
185.0609453856,-21.3144697119
185.0625265245,-21.3097262954
185.0638605637,-21.3049093744
185.0651291272,-21.3000729762
185.0665215885,-21.2952710392
185.0694400326,-21.2913082836
185.072754226,-21.2875644725
185.0763999787,-21.2842344432
185.0807761864,-21.2818160126
185.0854576352,-21.2829280429
185.0878868968,-21.2871641029
185.0879258256,-21.2921441286
185.0871172511,-21.2970656536
185.0857732563,-21.3018816351
185.0863020359,-21.3068294502
185.0869580795,-21.311786224
185.0885469987,-21.31650958
185.0901692886,-21.3212339526
185.0914618355,-21.3260639964
185.0927671862,-21.3308902492
185.0943126166,-21.3356454195
185.0933907552,-21.3403714173
185.0935173112,-21.345130133
185.0940010502,-21.3500501341
185.0939084734,-21.355049277
185.0952168066,-21.3598706587
185.0963371025,-21.3647300709
185.0968773984,-21.3697007932
185.0955602992,-21.3744671921
185.0943591081,-21.3792305366
185.0952805508,-21.3841448975
185.0968327315,-21.3888758864
185.0981112887,-21.3936455136
185.0982323049,-21.398636219
185.0982278288,-21.4035259158
185.0969832025,-21.4082204525
185.0969675197,-21.4129513387
185.0967272432,-21.4178533283
185.0956191377,-21.4227289925
185.097591469,-21.4272208307
185.0989291415,-21.4319924676
185.0992785306,-21.4369578712
185.0993761757,-21.4418846944
185.0989168834,-21.4467832581
185.098314673,-21.4515359015
185.0949045882,-21.455097377
185.0919493446,-21.4580894388
185.0874256138,-21.4568207872
185.0835329952,-21.453712923
185.0800326005,-21.4501449739
185.0761777917,-21.4469605666
185.0721736993,-21.4439674874
185.0685122411,-21.4405720276
185.0648409833,-21.4371813932
185.0610477411,-21.4339240866
185.0570508904,-21.4310493776
185.0522848809,-21.4295377076
184.3298138231,-15.582231772
184.3336456757,-15.5790197779
184.3379535775,-15.5764962012
184.342507018,-15.5744436629
184.3471452671,-15.5725812934
184.3518580217,-15.5709109809
184.3565711579,-15.5692417452
184.361284294,-15.5675725095
184.3661711441,-15.5666373495
184.371147184,-15.5666090535
184.3759955259,-15.5675603159
184.3806138124,-15.5694764135
184.3848444161,-15.5721145824
184.3889930266,-15.5749054658
184.3926929116,-15.5782505721
184.3960237723,-15.5819625417
184.3990866306,-15.585914617
184.4000447676,-15.5907958954
184.3998560733,-15.5957784915
184.399434361,-15.6007571004
184.3986651841,-15.6056975829
184.3978960072,-15.6106380653
184.3965843084,-15.6154457577
184.3945452482,-15.6199746272
184.3918373582,-15.6241707685
184.38841958,-15.6278202605
184.3848238624,-15.6312916155
184.3807114605,-15.6340000991
184.3760661969,-15.6358470996
184.3713897656,-15.6376165601
184.3666926929,-15.6393250815
184.3618590836,-15.6405271343
184.3568838256,-15.6406117208
184.3519789933,-15.6397087296
184.3471694678,-15.6383418118
184.3432215362,-15.6353643781
184.3395586692,-15.6319800122
184.3363231027,-15.6281760788
184.3321382547,-15.625439832
184.3288907536,-15.6217852364
184.3259183952,-15.6177883273
184.3225797629,-15.6140684877
184.3204964894,-15.6095231636
184.3200834227,-15.6046133157
184.3206638526,-15.5997394436
184.3227265427,-15.5951847832
184.3246839617,-15.5905863679
184.3263926771,-15.5858874008
186.1902593875,-15.9389570237
186.1945670699,-15.9364201401
186.1991332481,-15.934646174
186.2040113082,-15.9348387582
186.208660216,-15.9366705937
186.2131041065,-15.9352548771
186.2173537509,-15.9329171163
186.2222694091,-15.932687653
186.2267131057,-15.9313316529
186.2306952009,-15.9283079818
186.2354396293,-15.9268735756
186.2403698072,-15.9264905651
186.2451895604,-15.9274978827
186.2492986552,-15.9301278807
186.2517031274,-15.9344341089
186.2528102449,-15.939242967
186.2530183976,-15.9442386324
186.2508305203,-15.9487157103
186.2480046038,-15.9527397358
186.2442736177,-15.9560683606
186.2407664843,-15.9596025832
186.2376462422,-15.963499368
186.2341469674,-15.9670707928
186.2306604349,-15.9706543721
186.2272581794,-15.9743183395
186.2250544547,-15.9787478122
186.2211693759,-15.9818952178
186.2166839992,-15.9834736504
186.2121127632,-15.9815413661
186.2076151918,-15.9794278987
186.2037977542,-15.9762240052
186.2003836279,-15.9725745327
186.1977143,-15.968428523
186.1967063905,-15.9635516485
186.1941864753,-15.9594637099
186.1911096557,-15.9555349049
186.1891105673,-15.9509711703
186.1874172456,-15.9462693531
186.2489469931,-15.8381196059
186.2531200796,-15.8408439386
186.2569689497,-15.844035109
186.2604742282,-15.847532075
186.2631021536,-15.8517701568
186.2636728169,-15.856649953
186.2612502195,-15.8608040455
186.2569279641,-15.8632363028
186.2520478611,-15.8634475842
186.2481129621,-15.8606903187
186.246359227,-15.856029361
186.2453495399,-15.8511381543
186.2445252616,-15.8462068395
186.2441036899,-15.8412372655
184.5905796106,-20.5518374914
184.591127346,-20.5503859925
184.5917572417,-20.5488249466
184.5923597507,-20.547346061
184.5930718067,-20.546031496
184.593400448,-20.5443061295
184.5935099951,-20.54269031
184.5938386363,-20.5417043863
184.5958652573,-20.5402528874
184.5975906239,-20.539349124
184.5993707639,-20.5404719816
184.6000554332,-20.5419234804
184.6006031686,-20.5434571396
184.601397385,-20.5450455723
184.6005483951,-20.5463053637
184.5995350846,-20.5478116361
184.5989325756,-20.5498656439
184.5983300667,-20.5514266898
184.59745369,-20.5529055754
184.5964677663,-20.5552608377
184.5955640028,-20.5567944968
184.5941398908,-20.5576708735
184.5920584962,-20.5573148455
184.5912368931,-20.5548774229
184.5907987048,-20.5535628579
184.5993981507,-20.549016654
184.6105993398,-20.5318999224
184.6123520931,-20.5312152532
184.6140774597,-20.5316260547
184.6166244293,-20.5328310726
184.6186236636,-20.5338717699
184.6210336994,-20.5345564392
184.6237449897,-20.5355149761
184.6249773943,-20.5364735131
184.6263193461,-20.5374320501
184.6278256185,-20.5386644548
184.6285376745,-20.5408280096
184.6267027609,-20.5426355365
184.6233615749,-20.5417865466
184.6207324449,-20.5406363022
184.618815371,-20.5398968594
184.6163505616,-20.5391848034
184.6147073554,-20.5381714929
184.6129819889,-20.5368843147
184.6122425461,-20.5354328158
184.6108458208,-20.5342825715
185.678299974,-18.0039366859
185.6870637406,-18.0032794034
185.6947320363,-18.0070040042
185.7032767087,-18.0153295825
185.7004284846,-18.0225596899
185.6977993546,-18.0335143981
185.6925410947,-18.0383344697
185.6826818573,-18.0411826938
185.67019349,-18.0396490346
185.6629633825,-18.0286943265
185.6669070775,-18.0175205241
185.8168770327,-18.1567548652
185.821258916,-18.1567548652
185.8257503463,-18.1563166769
185.8272840055,-18.1600412777
185.827941288,-18.1655186318
185.8216971043,-18.1682573089
185.8161102031,-18.1686954972
185.8115092257,-18.1634372372
183.7857645863,-22.3309368757
183.7905846579,-22.3298414049
183.7949665412,-22.3289650282
183.7983625008,-22.3309368757
183.8019775545,-22.3342232882
183.8049353257,-22.338057436
183.8055926082,-22.3440825255
183.8005534424,-22.3489025971
183.7968288416,-22.3516412742
183.7891605459,-22.3528462921
183.7876268867,-22.3484644088
183.7848882097,-22.3418915839
183.7837927389,-22.3370715123
183.7869696042,-22.3487930501
185.2723587388,-19.9623349161
185.2711196551,-19.9652536465
185.2746441597,-19.9685854048
185.2769020455,-19.9644826611
185.2640155755,-19.9757170196
185.2626388159,-19.9792965946
185.2591418464,-19.9784430036
185.2601881837,-19.9732113171
