lon,lat
185.6249449316,-19.8331945037
185.6207568786,-19.8359258426
185.6185223627,-19.8400885573
185.6171800715,-19.8449050139
185.6162974555,-19.8498193607
185.6142609198,-19.8535341998
185.6093632452,-19.8545405713
185.6044757009,-19.8555815308
185.5998089729,-19.8573764262
185.5951422448,-19.8591713216
185.5904696883,-19.860949971
185.5857262718,-19.8625311098
185.5813874833,-19.8616491359
185.5773991866,-19.8586335945
185.574213518,-19.854784977
185.5195710615,-19.866800097
185.5245659649,-19.866993903
185.5295659649,-19.866993903
185.5345652777,-19.8670708798
185.5395643934,-19.8671643964
185.5445630419,-19.867280644
185.5491355476,-19.86544325
185.5535510425,-19.863101704
185.5579924109,-19.8612577069
185.5628431234,-19.862470385
185.56756352,-19.8640505223
185.5720944357,-19.8661649496
185.5766253514,-19.868279377
185.5813141723,-19.8700094672
185.5852073334,-19.8728497403
185.5883789164,-19.8767151071
185.5926899691,-19.8792447545
185.5970068288,-19.8817675945
185.601272641,-19.8843713113
185.6054072735,-19.8871828614
185.6087874981,-19.8906822036
185.6109206056,-19.8951320054
185.6106393211,-19.9000926101
185.6076192665,-19.9039314538
185.6036547938,-19.9069254083
185.6003230542,-19.9106063209
185.597850622,-19.9148902403
185.5960528569,-19.9195540376
185.5942007293,-19.9241823963
185.591231833,-19.9280241889
185.5867903045,-19.9303175559
185.5821991877,-19.9322813838
185.5774973065,-19.9339820642
185.5727571154,-19.9355724857
185.5681069856,-19.9373906123
185.5635585456,-19.9394670741
185.5598900397,-19.9428409393
185.5562784996,-19.9462987968
185.5535408793,-19.9504761097
185.5507799316,-19.9546243604
185.5466144348,-19.9573899772
185.5424489379,-19.9601555939
185.5382834411,-19.9629212107
185.5341179442,-19.9656868274
185.5295679428,-19.967605529
185.5247441237,-19.9689211161
185.5199203046,-19.9702367031
185.5150765568,-19.9714103139
185.5100769574,-19.9714736
185.5050773579,-19.9715368861
185.5001037344,-19.9711248288
185.4969565839,-19.9699892527
185.5009275331,-19.9670437144
185.5058359909,-19.966091327
185.5107411842,-19.9651258867
185.5155200792,-19.9636554574
185.520339915,-19.9623276451
185.5250563242,-19.9607267294
185.5295734533,-19.9585830071
185.5339431347,-19.956182701
185.538069671,-19.9533592814
185.542139731,-19.9504550824
185.546052878,-19.9473478369
185.5498882624,-19.9441400609
185.5535784929,-19.9407736214
185.5571140268,-19.9372380875
185.5608840934,-19.9339582287
185.5646976283,-19.9307255446
185.5682840252,-19.9272416162
185.5715219337,-19.9234529241
185.5744968232,-19.9194342137
185.5774717127,-19.9154155034
185.5810982495,-19.9120383478
185.5846595357,-19.9086137726
185.5872519813,-19.904390939
185.5879885378,-19.8994454881
185.5885607026,-19.8944797893
185.5885324698,-19.8895195166
185.5862476778,-19.8855332287
185.582381893,-19.8824606573
185.57949893,-19.8783831811
185.5757051814,-19.8751751146
185.5713696599,-19.8727938937
185.5666547083,-19.8711297931
185.5618375982,-19.8717965136
185.5583526561,-19.8750212497
185.554088027,-19.8761717221
185.5491037,-19.8757761406
185.5441082179,-19.8756236889
185.5391086085,-19.8755611938
185.5341439533,-19.8758365785
185.5292162757,-19.8755820507
185.5242451274,-19.8752936365
185.5194121014,-19.8744174682
185.5148323924,-19.872445843
185.5140369577,-19.8685210235
185.3002961823,-20.1093970025
185.301001883,-20.1138579734
185.2963140848,-20.1128624811
185.2946883344,-20.1092569487
185.2122743538,-20.100063373
185.2136086991,-20.1042094439
185.2095936099,-20.1055077089
185.2050010595,-20.1038722537
185.2068749668,-20.0996691211
185.2683560271,-20.0507203566
185.2651188103,-20.0528607835
185.2640058842,-20.0490643811
185.2386152689,-20.0332611586
185.2355154276,-20.0293665239
185.2321675545,-20.0256891461
185.2284479532,-20.0223479968
185.2246359068,-20.0191298721
185.2223827223,-20.0155939098
185.2254374488,-20.0116391202
185.2293435581,-20.0088879936
185.2328893586,-20.0073011431
185.2374869763,-20.009264153
185.2423967106,-20.0098339801
185.247245882,-20.0110011982
185.2463704401,-20.014866651
185.2452980295,-20.0197056258
185.2458962832,-20.024633722
185.2471051293,-20.0294853808
185.2486658521,-20.0341260091
185.2451062227,-20.0371178048
185.2147914731,-19.9932310913
185.2179409384,-19.9938920437
185.2145276796,-19.9975440993
185.2113433221,-20.0007608154
185.2095312679,-19.9970191507
185.2864247498,-20.0149328545
185.2869407982,-20.0187034642
185.285212987,-20.0232808731
185.2812744319,-20.0223713617
185.2812003352,-20.0176140128
185.2597797992,-19.9761708772
185.2621975948,-19.9722959745
185.2655627838,-19.9729578485
185.2628397067,-19.9771075349
185.2611024662,-19.981145552
185.2754517195,-19.9619598736
185.2764119474,-19.9664414227
185.272272871,-19.9679952265
185.2488205481,-19.9606094978
185.2510322697,-19.9561353132
185.2559570337,-19.9566397339
185.2600252389,-19.9549683548
185.2602608351,-19.9583580078
185.2575473309,-19.9624421789
185.2527537114,-19.9630778793
185.2479550484,-19.9643906045
185.2841986955,-19.94263345
185.2866180784,-19.9384134168
185.2881817146,-19.9336676085
185.2895129043,-19.9300271667
185.2940990714,-19.9315583463
185.2981935909,-19.9344196226
185.3019124014,-19.9377618447
185.3048934661,-19.941666261
185.304846827,-19.9462696561
185.3016165718,-19.9494520557
185.2970258597,-19.951425967
185.2929836585,-19.9541756062
185.2899972372,-19.9581726748
185.2867149033,-19.959844223
185.2828628775,-19.9567000512
185.2803011876,-19.9524615416
185.2796370257,-19.9476634895
185.2003292006,-19.9359819261
185.2048451606,-19.9340624314
185.2096308168,-19.9344664107
185.2139802096,-19.9369296278
185.2182583255,-19.9395176239
185.2225131459,-19.9421437378
185.2267676223,-19.9447704146
185.2286218582,-19.9493342434
185.2313450178,-19.9531232792
185.2360352666,-19.9546961633
185.235382343,-19.9594908722
185.230941803,-19.9617890464
185.2264443291,-19.9639085197
185.2214927475,-19.9646026666
185.2166383671,-19.9657109879
185.2118873137,-19.967093274
185.2070366012,-19.9658805958
185.2038853088,-19.9623617224
185.2010008535,-19.9582824236
185.1974367229,-19.9548248415
185.1952629554,-19.9504503348
185.1949549047,-19.9456232207
185.1960097385,-19.9407441122
185.2406573184,-19.9110411841
185.24431542,-19.9094309673
185.2486127598,-19.9109815063
185.2461202121,-19.9132285844
185.2907255144,-20.0437619473
185.2917366481,-20.039145231
185.2935936014,-20.0345028475
185.2968874583,-20.0309785402
185.3009319729,-20.0280395498
185.305820985,-20.0269919044
185.310709997,-20.0259442589
185.3156902205,-20.0257575828
185.3206902205,-20.0257575828
185.3252584578,-20.0270788277
185.3292936094,-20.0300313776
185.3303707242,-20.0347774725
185.3303898696,-20.0397199678
185.3278776986,-20.0438378308
185.3236979701,-20.0465653014
185.3189767536,-20.0456824253
185.3141811798,-20.044267338
185.3092715199,-20.045017334
185.3043962543,-20.0461045467
185.2995719723,-20.0474077871
185.2946139702,-20.048054483
185.3856497658,-20.0618605764
185.3905109155,-20.0610875522
185.3954766686,-20.0616717584
185.4002166617,-20.0627925361
185.4036780443,-20.0662370006
185.4049646455,-20.0709251816
185.401848061,-20.0742286621
185.3969273136,-20.0741251536
185.3920720159,-20.0729530468
185.387307387,-20.0714370285
185.3828872058,-20.069120761
185.3808961088,-20.0652446383
185.5324861485,-19.6007839092
185.5324408864,-19.595861524
185.5337420107,-19.5910383971
185.5356752977,-19.5864656911
185.5390532776,-19.582922561
185.5430999748,-19.5800021177
185.5475770628,-19.5778360198
185.5524852868,-19.5777970544
185.556826985,-19.5798804343
185.5584728618,-19.5844909678
185.5595755301,-19.5893678469
185.5604069663,-19.5942943702
185.5599586138,-19.5991949911
185.5581942205,-19.6038638689
185.5556633055,-19.6081547831
185.5523166115,-19.611856881
185.5480116836,-19.6112859154
185.5452650875,-19.6071405201
185.5412161216,-19.6043078292
185.5366372128,-19.6025721
185.5075011314,-19.63483875
185.5093633924,-19.6321605706
185.5138551105,-19.6318777661
185.5181614126,-19.6300042482
185.5222858469,-19.6326538931
185.5213209543,-19.6372935941
185.5182912216,-19.6410732369
185.514090177,-19.6436659098
185.5093048213,-19.6436792514
185.5066614312,-19.639782261
185.6067415991,-19.6665774716
185.6089675107,-19.6705855695
185.6060748247,-19.6739633256
185.6029012619,-19.6706472484
185.3696478911,-19.7609434411
185.3745589351,-19.7600169836
185.3794705166,-19.7591152778
185.3843319675,-19.7579812125
185.3892397399,-19.7575180129
185.391835726,-19.7611597347
185.3887949405,-19.7647269368
185.3847193276,-19.7675680728
185.3821993077,-19.7718527791
185.3785710941,-19.7751597928
185.3738184259,-19.7757497037
185.3698642888,-19.7732839699
185.3670473673,-19.7691561979
185.3651080083,-19.7647025773
185.271635143,-19.8084497842
185.2759083974,-19.8060921685
185.2805825452,-19.8076127876
185.2846986937,-19.8103914759
185.2857831281,-19.8146261799
185.2810976571,-19.8158735572
185.2761889452,-19.8149849033
185.4431083253,-19.8222117588
185.4471500392,-19.8195959832
185.452114321,-19.820007429
185.4561155397,-19.8226926973
185.457288016,-19.8272250174
185.4554058852,-19.8318569832
185.4519657461,-19.8299306146
185.4473181184,-19.8311558957
185.4424190473,-19.83070793
185.4406386644,-19.8270277333
185.4793031865,-19.8420418844
185.4836604483,-19.8439111005
185.4822726753,-19.8475373557
185.4777474423,-19.84591735
185.1879749497,-20.2512941385
185.1898328437,-20.246726463
185.1934028766,-20.2433533115
185.1982972092,-20.2428277174
185.2031932602,-20.2419278178
185.2079386569,-20.2406374055
185.212171121,-20.2379861288
185.2170081757,-20.2373987705
185.2219622145,-20.2375124792
185.226291499,-20.2352777049
185.2275336714,-20.2395379266
185.2273928463,-20.2444352026
185.2244358887,-20.2482252295
185.223254871,-20.2529527808
185.2224987082,-20.2573895567
185.2203433175,-20.2618373589
185.2215140368,-20.2665625289
185.2192360959,-20.270117198
185.2149517925,-20.2722919369
185.2110693008,-20.270065491
185.2075563566,-20.2725862823
185.2073117733,-20.2775459269
185.2063154602,-20.2824013849
185.2047664654,-20.2870371056
185.2065577266,-20.291286812
185.2112323774,-20.2922079434
185.2158449423,-20.2933340163
185.2152917453,-20.2978243003
185.210648783,-20.2996074938
185.2056696931,-20.3000642911
185.2006937936,-20.3005533478
185.196136797,-20.2995300063
185.1925399901,-20.2960962617
185.1892181709,-20.2923592151
185.1873174991,-20.2878137724
185.1858030055,-20.2830486586
185.1851994344,-20.2781178934
185.1857208534,-20.2733329417
185.1899806094,-20.2715404693
185.1947122289,-20.2699795087
185.1982933313,-20.266569039
185.1982317665,-20.262711028
185.1945354068,-20.2593562839
185.1902215371,-20.2569710105
185.3608069945,-20.2767726756
185.3653114376,-20.275759598
185.3698391066,-20.2755961575
185.3746154605,-20.2743004835
185.3794011174,-20.2752537575
185.3826476314,-20.2787178529
185.3836586188,-20.2835933275
185.3833677611,-20.2885578689
185.3819294747,-20.2932551847
185.3788445845,-20.297085314
185.3749275842,-20.2999788435
185.3700673849,-20.3007688089
185.3654347965,-20.2991895615
185.3615615762,-20.296048553
185.3598386942,-20.291508198
185.3584175657,-20.2867735736
185.3574352676,-20.2820845348
185.4650248722,-20.3958000785
185.4693304702,-20.3933249779
185.4727668005,-20.3897014579
185.4767170848,-20.3892254552
185.4779438091,-20.3940016412
185.4768599317,-20.3985688231
185.4728853768,-20.4013737383
185.4679545352,-20.4021392601
185.4632210214,-20.403200545
185.4597683824,-20.4003964679
185.4662429715,-20.2999818509
185.4698737449,-20.3032440377
185.4730186924,-20.3069662
185.4773855181,-20.3092797836
185.4819664372,-20.3112088069
185.4850842765,-20.3145796013
185.4853054035,-20.3195153753
185.4845111048,-20.3244485627
185.4830535796,-20.3292125446
185.482011336,-20.3340430275
185.481714829,-20.3390342281
185.4830103867,-20.3438157133
185.4825429626,-20.348692792
185.4803487861,-20.3531856296
185.4764281305,-20.3559758594
185.4732060991,-20.3545949315
185.4746914319,-20.3498206476
185.4750993122,-20.3448603017
185.4753826355,-20.339869682
185.475830269,-20.3348897599
185.475843059,-20.3298903335
185.4757099679,-20.3248940277
185.475013479,-20.3199723366
185.4728567344,-20.3154929872
185.4700531242,-20.3113627652
185.4666510297,-20.3077934106
185.4626631177,-20.3047991814
185.4611718212,-20.3009209464
185.2819276848,-20.3214537248
185.2869112036,-20.32185936
185.2915229398,-20.3236104
185.2956520255,-20.3263656124
185.2999429136,-20.328858817
185.304641389,-20.3304936152
185.3093378003,-20.3321000424
185.3083016934,-20.3337145083
185.3050697411,-20.3370289091
185.3050372892,-20.3418141201
185.302111032,-20.3445003681
185.2975825295,-20.343542187
185.2937434078,-20.3403393819
185.2897940151,-20.337273784
185.2858402678,-20.3342147281
185.2818491486,-20.3312245386
185.2779123353,-20.3283510161
185.2397498896,-20.4542324698
185.2441132321,-20.4565137458
185.2461444577,-20.4607652425
185.244896446,-20.4643561699
185.2414089377,-20.4665557959
185.2375419437,-20.463412299
185.2344730966,-20.4597282277
185.2352832258,-20.4550277899
185.2594381697,-20.4961481268
185.2640583317,-20.4961317352
185.2685675529,-20.4980551613
185.2717253193,-20.5018768458
185.2713148948,-20.5066567006
185.2674779093,-20.5089178962
185.2631253665,-20.5073243361
185.2595569626,-20.5038677474
185.2572320302,-20.4995364298
184.647270694,-21.0871123252
184.650471616,-21.0832712188
184.6537342736,-21.0794878864
184.6573549633,-21.0760396106
184.6609756529,-21.0725913347
184.6645963426,-21.0691430588
184.6682038072,-21.0656809827
184.6718030287,-21.0622103048
184.6755095687,-21.0588670443
184.6795415937,-21.0559102259
184.6835736187,-21.0529534076
184.6876056436,-21.0499965893
184.6923028139,-21.0484055362
184.6971167559,-21.0470542542
184.7019306978,-21.0457029723
184.7066400614,-21.0440947239
184.7110295393,-21.0417004633
184.7154190171,-21.0393062026
184.719808495,-21.036911942
184.7243303019,-21.0348100383
184.7290259161,-21.0330921306
184.7337215304,-21.031374223
184.7383534377,-21.0294936533
184.7429667826,-21.0275656883
184.7475801274,-21.0256377232
184.7521934723,-21.0237097582
184.7568907364,-21.0220346765
184.7617414489,-21.0208219984
184.7665921614,-21.0196093202
184.7707061242,-21.0168637424
184.7743039267,-21.0135095439
184.7766744258,-21.0091071884
184.7790449249,-21.0047048329
184.781415424,-21.0003024774
184.7848502698,-20.9968261097
184.7888822948,-20.9938692914
184.7930649441,-20.9928923651
184.7974978683,-20.9952051952
184.8001125172,-20.9992711719
184.8002335368,-21.0035346567
184.7970491296,-21.0073894654
184.7944484116,-21.0116162901
184.7921493961,-21.0160361116
184.7889910314,-21.0199122865
184.7858326666,-21.0237884614
184.7826743019,-21.0276646364
184.7795159371,-21.0315408113
184.7768393023,-21.0357598091
184.7742118379,-21.0400137991
184.7715843735,-21.0442677891
184.7689569091,-21.0485217791
184.7664276953,-21.0528064782
184.7661649011,-21.0577995674
184.7659021069,-21.0627926565
184.7656393128,-21.0677857457
184.7653803263,-21.0727790326
184.7651242525,-21.0777724709
184.7647495386,-21.0827522753
184.7638662183,-21.0876736313
184.762982898,-21.0925949874
184.7641634347,-21.0973249443
184.7659367058,-21.101999932
184.7685719475,-21.1062352769
184.7713152297,-21.1104155165
184.7748323231,-21.113836068
184.778961328,-21.1166558762
184.7830903329,-21.1194756845
184.7875640683,-21.1215837193
184.7923364682,-21.1230750943
184.797108868,-21.1245664693
184.8014396544,-21.1268685008
184.8052807608,-21.1300694228
184.8095237394,-21.1326331994
184.8140671236,-21.1347207003
184.818646401,-21.1366922649
184.8235745123,-21.137537084
184.8285026236,-21.1383819031
184.8334976928,-21.138439848
184.8384976928,-21.138439848
184.8429089892,-21.1369511457
184.845824578,-21.1335331873
184.8421606105,-21.1301309318
184.8384966431,-21.1267286763
184.8348326756,-21.1233264208
184.8346365889,-21.1192068979
184.8366502819,-21.1146303228
184.8409346002,-21.1121566602
184.8453435235,-21.1097983989
184.8497524467,-21.1074401377
